generation,best_fitness,avg_fitness,avg_catches,avg_escaped,avg_completion_time,perfect_clears,avg_catch_speed
0,1348.5520851361232,363.53232338001845,11.145833333333334,38.854166666666664,281.3958333333333,0,6.214284098666052
1,1453.0358826358827,643.1334569346001,13.916666666666666,36.083333333333336,282.5833333333333,0,7.7494529795139515
2,1540.374585423032,698.4839972875634,14.125,35.875,276.7083333333333,0,7.235592107109523
3,2044.2032438068388,1076.426984970616,17.354166666666668,32.645833333333336,288.625,0,7.937395162771311
4,2285.561533332915,1469.64737841505,20.645833333333332,29.354166666666668,284.3333333333333,0,9.136373542043614
5,2352.047441023329,1739.3823865260977,22.770833333333332,27.229166666666668,276.0833333333333,0,10.233315033413948
6,2897.870024411638,1924.824018227573,24.229166666666668,25.770833333333332,279.8541666666667,0,11.07585907374311
7,2837.2968485446672,2237.878127564391,26.666666666666668,23.333333333333332,274.2291666666667,0,12.382943662036519
8,3357.509297987382,2183.2185378631534,26.270833333333332,23.729166666666668,268.9166666666667,0,12.275215627714358
9,3247.8977548346465,2296.5018527792367,27.125,22.875,271.2291666666667,0,12.732954647173386
10,3229.845494885205,2631.204484089298,29.75,20.25,269.4166666666667,0,13.950955702753788
11,3359.971042757485,2687.542770321665,30.1875,19.8125,267.1041666666667,0,13.692148358980482
12,3359.2857307480563,2528.2497116663926,28.958333333333332,21.041666666666668,274.6875,0,13.357997950156795
13,3293.770125613697,2619.4824589193413,29.666666666666668,20.333333333333332,273.2083333333333,0,13.479678683193939
14,3354.079422262616,2694.75045883173,30.291666666666668,19.708333333333332,275.2083333333333,0,13.861435239807163
15,3370.7316382583676,2661.318328886629,29.979166666666668,20.020833333333332,273.2708333333333,0,14.037773134532452
16,3286.692882701924,2817.197850820763,31.229166666666668,18.770833333333332,270.875,0,14.257951628537816
17,3411.1910386161926,2713.280306298932,30.416666666666668,19.583333333333332,268.7083333333333,0,13.877622709874473
18,3491.1696259009177,2910.7398152232495,31.958333333333332,18.041666666666668,265.3125,0,14.335476215196737
19,3493.752857531461,2864.4685622224456,31.583333333333332,18.416666666666668,262.0,0,15.026236038981748
20,3374.067456572924,2917.3750839618897,32.0,18.0,254.64583333333334,0,14.903244234708962
21,3490.147954270541,2924.416678347759,32.041666666666664,17.958333333333332,252.72916666666666,0,15.206655243824306
22,3609.4932984449206,2809.1593782486802,30.979166666666668,19.020833333333332,252.5625,0,15.023751597847602
23,3418.1369756801237,2917.3541717326757,31.979166666666668,18.020833333333332,254.45833333333334,0,15.70402684908647
24,3482.9969173693335,2814.93586643155,31.1875,18.8125,247.33333333333334,0,14.819578465942925
25,3702.1720164149574,2853.597098751787,31.5,18.5,251.45833333333334,0,15.047784474161588
26,3503.1981769117906,2966.4843696768353,32.354166666666664,17.645833333333332,255.08333333333334,0,15.723348146335693
27,3441.339884135473,2796.3023493707587,31.0,19.0,254.72916666666666,0,15.369787880571307
28,4072.0309424579546,3175.42752713797,33.9375,16.0625,249.5,0,16.778804023331134
29,4015.414158995076,3084.0598637199764,33.25,16.75,248.29166666666666,0,16.250760554142897
30,4141.838419254762,3211.0569809528242,34.270833333333336,15.729166666666666,255.5,0,16.76755117154219
31,3955.0556799037554,3321.4103314360873,35.104166666666664,14.895833333333334,244.22916666666666,0,17.25972551996355
32,4078.915326579907,3299.3232188386596,34.916666666666664,15.083333333333334,252.5625,0,17.257755626496337
33,3765.8228940570025,3394.18877461296,35.645833333333336,14.354166666666666,243.14583333333334,0,18.20384016450782
34,3758.433309705835,3129.191552084667,33.5625,16.4375,253.70833333333334,0,16.89311399090308
35,3702.289128536612,3163.622251550664,33.833333333333336,16.166666666666668,246.22916666666666,0,17.024971575079494
36,3948.091198511191,3268.869005945218,34.645833333333336,15.354166666666666,243.39583333333334,0,17.951834568540715
37,3947.0233322557006,3335.636625888032,35.208333333333336,14.791666666666666,244.4375,0,18.003287552039215
38,4320.192201594078,3334.797977075635,35.1875,14.8125,243.39583333333334,0,17.95772267613428
39,4082.6322894028426,3342.3177604068464,35.25,14.75,245.02083333333334,0,17.65558921655966
